SKU,Vintage,Producer,Vineyard,Designation,Color,Region,Varietal,Intensity,Age,Fruit 1,Fruit 2,Fruit 3,Fruit Character,Non Fruit 1,Non Fruit 2,Non Fruit 3,Non Fruit 4,Earth,Mineral,Wood Character,Tannin,Acid,Alcohol,Body,Texture
42326,1991,Caymus,,Special Select,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Developing,Blackberry,Black-Cherry,Cassis,Fresh,Tobacco,Coffee,Menthol,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium,Medium Plus,Round
140924,2001,Caymus,,Special Select,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Black-Cherry,Cassis,Fresh,Tobacco,Coffee,Menthol,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
132304,2014,Caymus,Special Select,Special Select,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Black-Cherry,Cassis,Fresh,Tobacco,Coffee,Menthol,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
140791,1975,Chappellet,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium,Mature,,,,,,,,,,,,Medium,Medium,Medium,Medium Plus,Round
140957,2015,Chappellet,Pritchard Hill,Pritchard Hill,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
31110,1985,Chateau Montelena,,Estate,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium,Mature,,,,,,,,,,,,Medium,Medium,Medium,Medium Plus,Round
140979,2001,Chateau Montelena,,Estate,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Black-Cherry,Blackberry,Cassis,Ripe,Herbal,Tobacco,Leather,Menthol,Iron,Gravel,Smoke,Medium Plus,Medium,Medium Plus,Full,Round
43529,2006,Colgin,IX Estate,IX Estate,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
27705,2015,Covenant,,Red C,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
31067,1994,Dalla Valle,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Developing,Blackberry,Black-Cherry,Plum,Fresh,Menthol,Herbal,Coffee,Leather,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium,Medium Plus,Round
16023,1997,Dalla Valle,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Developing,Blackberry,Black-Cherry,Plum,Ripe,Menthol,Herbal,Coffee,Leather,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
134360,2014,Dalla Valle,Maya,Maya,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
132637,2014,Dana Estates,Lotus,Lotus,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
110344,2016,Darioush,Signature,Signature,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
141996,2016,Darms Lane,Fortune 1621,Fortune,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
133630,2016,Decoy,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
1356,1994,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Black-Cherry,Blackberry,Cassis,Fresh,Meat,Spice,Leather,Menthol,Iron,Gravel,Vanilla,Medium Plus,Medium,Medium,Medium Plus,Round
112200,2010,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
115784,2011,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
121479,2012,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
131127,2014,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
136157,2015,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
136157,2015,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
20016,1991,Dominus,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,,,,,,,,,,,,Medium Plus,Medium,Medium,Medium Plus,Round
136991,2011,Duckhorn,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
143197,1989,Dunn Vineyards,,Howell Mountain,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Mature,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Graphite,Leather,Menthol,Iron,Gravel,Smoke,Medium,Medium,Medium,Medium Plus,Round
143197,1989,Dunn Vineyards,,Howell Mountain,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Mature,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Graphite,Leather,Menthol,Iron,Gravel,Smoke,Medium,Medium,Medium,Medium Plus,Round
14046,1996,Dunn Vineyards,,Napa Valley,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Developing,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Graphite,Leather,Menthol,Iron,Gravel,Smoke,Medium Plus,Medium,Medium,Medium Plus,Round
43530,2002,Dunn Vineyards,,Howell Mountain,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Graphite,Leather,Menthol,Iron,Gravel,Smoke,Medium Plus,Medium,Medium Plus,Full,Round
118985,2007,Dunn Vineyards,,Howell Mountain,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Graphite,Leather,Menthol,Iron,Gravel,Smoke,Medium Plus,Medium,Medium Plus,Full,Round
142602,2015,Dunn Vineyards,<none>,Napa Valley,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Graphite,Leather,Menthol,Iron,Gravel,Smoke,Medium Plus,Medium,Medium Plus,Full,Round
13657,2013,Estrella,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
141747,2015,Experience,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
133151,2015,Faust,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
145019,2017,Folk Machine,Parts & Labor,Parts & Labor,Red,California Cabernets & Meritage,Red Blend,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
133122,2015,Frank Family,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
145022,2015,Groth,,Oakville,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
136632,2017,Ground Effect,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
26273,1994,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium,Medium Plus,Round
20730,1998,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
25510,1998,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
21632,1999,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
51748,1999,Harlan Estate,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
25511,2000,Harlan Estate,,The Maiden,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Ripe,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
31557,2000,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
28026,2000,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
52630,2004,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
109164,2005,Harlan Estate,,The Maiden,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Ripe,Coffee,Cigar,Chocolate,Herbal,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
30152,2006,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
30152,2006,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
121378,2008,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
121379,2009,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
143527,2012,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
143528,2013,Harlan Estate,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
128094,2014,Harlan Estate,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Cassis,Blackberry,Fresh,Coffee,Cigar,Chocolate,Herbal,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
137651,1969,Heitz Cellars,Martha's Vineyard,Martha's Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium,Mature,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Tobacco,Leather,Menthol,Iron,Gravel,Smoke,Medium,Medium,Medium,Medium Plus,Round
11825,1975,Heitz Cellars,Martha's Vineyard,Fay Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium,Mature,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Tobacco,Leather,Menthol,Iron,Gravel,Smoke,Medium,Medium,Medium,Medium Plus,Round
121256,1977,Heitz Cellars,Martha's Vineyard,Martha's Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium,Mature,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Tobacco,Leather,Menthol,Iron,Gravel,Smoke,Medium,Medium,Medium,Medium Plus,Round
101256,1992,Heitz Cellars,Martha's Vineyard,Martha's Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Developing,,,,,,,,,,,,Medium Plus,Medium,Medium,Medium Plus,Round
129457,2013,Heitz Cellars,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
143551,2015,Heller Estate,Cachagua,Cachagua,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
134528,2012,Herb Lamb Vineyard,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
141981,,Herzog,Spring Mountain,Spring Mountain,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium,Mature,,,,,,,,,,,,Medium,Medium,Medium,Medium Plus,Round
129570,2014,Honig,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
67035,2005,Hundred Acre,,Kayli Morgan Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
81633,2007,Hundred Acre,Ark Vineyard,Ark Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
128813,2013,Hundred Acre,Ark Vineyard,Ark Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
80703,2015,Ilaria,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
137150,2014,J. Davies,Diamond Mountain,Diamond Mountain,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
22978,2016,Joel Gott,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
103634,2007,Jordan,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
106488,2008,Jordan,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
139786,2011,Joseph Phelps,,Backus Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
29503,1991,Joseph Phelps,Insignia,Insignia,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,,,,,,,,,,,,Medium Plus,Medium,Medium,Medium Plus,Round
298140,2002,Joseph Phelps,,Insignia,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
143292,2006,Joseph Phelps,,Insignia,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
81317,2007,Joseph Phelps,,Insignia,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
81317,2007,Joseph Phelps,,Insignia,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
132816,2014,Joseph Phelps,,Insignia,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
139788,1999,Karl Lawrence,Herb Lamb,Morisoli Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Developing,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
139792,2001,Karl Lawrence,Herb Lamb,Morisoli Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
139800,2002,Karl Lawrence,,Herb Lamb Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
139794,2002,Karl Lawrence,Herb Lamb,Morisoli Vineyard,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
22204,2008,Kongsgaard,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Tobacco,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
123375,2013,Kongsgaard,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Tobacco,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
141465,2016,Kongsgaard,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Tobacco,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
132772,2014,Larkmead,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
140616,2015,Lewelling,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
132815,2015,Lewis,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
143103,2015,Lewis Cellars,<none>,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
26919,1975,Mayacamas,,,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium,Mature,Black-Cherry,Blackberry,Cassis,Fresh,Herbal,Tobacco,Leather,Menthol,Iron,Gravel,Smoke,Medium,Medium,Medium,Medium Plus,Round
121296,2012,Maybach,Materium,Materium,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Tobacco,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
121296,2012,Maybach,Materium,Materium,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,Blackberry,Plum,Cassis,Ripe,Meat,Cedar,Leather,Tobacco,,Gravel,Vanilla,Medium Plus,Medium,Medium Plus,Full,Round
135163,2012,Morlet Family Vineyards,Mon Chevalier,Mon Chevalier,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
135166,2012,Morlet Family Vineyards,Passionnement,Passionnement,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
135164,2013,Morlet Family Vineyards,Mon Chevalier,Mon Chevalier,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
135167,2013,Morlet Family Vineyards,Passionnement,Passionnement,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
132969,2013,Morlet Family Vineyards,Coeur de Vallee,Coeur de Valle,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
132973,2013,Morlet Family Vineyards,Morlet Estate,Estate,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
2478,,Murphy Goode,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium,Mature,,,,,,,,,,,,Medium,Medium,Medium,Medium Plus,Round
144051,1991,Niebaum Coppola,,Rubicon,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,,,,,,,,,,,,Medium Plus,Medium,Medium,Medium Plus,Round
143268,2016,Odette,<none>,Odette,Red,California Cabernets & Meritage,Cabernet Sauvignon,Medium Plus,Youthful,,,,,,,,,,,,Medium Plus,Medium,Medium Plus,Full,Round
51826,1994,Opus One,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Plum,Cassis,Fresh,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium,Medium Plus,Round
20019,1995,Opus One,,,Red,California Cabernets & Meritage,Cabernet Sauvignon Based Blend,Medium Plus,Developing,Blackberry,Plum,Cassis,Fresh,Meat,Cedar,Leather,Graphite,Soil,Gravel,Vanilla,Medium Plus,Medium,Medium,Medium Plus,Round
